Year,State_Abbr,State,Violent_Crime,Homicides,Rape_Legacy,Rape_Revised,Robbery,Aggravated_Assault,Property_Crime,Burglary,Larceny,Motor_Vehicle_Theft,LEOs,Population,LEOs_per_1000
2018,UT,Utah,7551,63,,1854,1237,4397,76294,10079,58406,7809,5106,3153550,1.61912765
2018,VA,Virginia,17357,417,,3072,3610,10258,142931,15659,116496,10776,19262,8501286,2.265774849
2018,VT,Vermont,1155,11,,326,73,745,8211,1496,6451,264,1421,624358,2.275937843
2018,WA,Washington,23719,236,,3610,5557,14316,223256,40434,154941,27881,11242,7523869,1.494178062
2018,WI,Wisconsin,17365,175,,2333,3493,11364,91238,14180,68380,8678,12855,5807406,2.213552832
2018,WV,West Virginia,5411,76,,716,333,4286,27888,5916,19783,2189,4702,1804291,2.606009784
2018,WY,Wyoming,1235,14,,261,75,885,10308,1551,7974,783,1490,577601,2.579635423
2019,AK,Alaska,6343,69,,1088,826,4360,21294,3563,15114,2617,1271,731545,1.737418751
2019,AL,Alabama,25046,358,,2068,3941,18679,131133,26079,92477,12577,10804,4903185,2.203465706
2019,AR,Arkansas,17643,242,,2331,1557,13513,86250,18095,60735,7420,7282,3017804,2.413012906
2019,AZ,Arizo,33141,365,,3662,6410,22704,177638,28699,130788,18151,13068,7278717,1.795371355
2019,CA,California,174331,1690,,14799,52301,105541,921114,152555,626802,141757,79616,39512223,2.014971418
2019,CO,Colorado,21938,218,,3872,3663,14185,149189,20064,107012,22113,12768,5758736,2.217153209
2019,CT,Connecticut,6546,104,,771,1929,3742,50862,6441,38457,5964,7390,3565287,2.072764409
2019,DC,District of Columbia,7403,166,,345,2713,4179,30821,1843,26645,2333,4228,705749,5.990798428
2019,DE,Delaware,4115,48,,310,790,2967,21931,2968,17359,1604,2421,973764,2.486228696
2019,FL,Florida,81270,1122,,8456,16217,55475,460846,63396,358402,39048,46370,21477737,2.158979785
2019,GA,Georgia,36170,654,,2922,7961,24633,252249,39506,188967,23776,23265,10617423,2.191209675
2019,HI,Hawaii,4042,48,,765,1131,2098,40228,5340,29634,5254,2764,1415872,1.952153867
2019,IA,Iowa,8410,60,,1164,863,6323,54699,11710,37847,5142,5648,3155070,1.790134609
2019,ID,Idaho,4000,35,,809,155,3001,21793,3927,16295,1571,3073,1787065,1.71957931
2019,IL,Illinois,51561,832,,6078,12464,32187,233984,34433,180776,18775,29461,12671821,2.324922361
2019,IN,India,24966,377,,2475,5331,16783,132694,21795,97176,13723,8958,6732219,1.33061625
2019,KS,Kansas,11968,105,,1416,1293,9154,67428,9984,50165,7279,8103,2913314,2.781368572
2019,KY,Kentucky,9701,221,,1572,2161,5747,84769,15443,59130,10196,7352,4467673,1.645599398
2019,LA,Louisia,25537,544,,2273,4025,18695,146993,26918,109359,10716,12208,4648794,2.626057425
2019,MA,Massachusetts,22578,152,,2204,3613,16609,81317,12341,62844,6132,16368,6892503,2.374754135
2019,MD,Maryland,27456,542,,1913,9203,15798,117901,16862,89780,11259,17179,6045680,2.841533128
2019,ME,Maine,1548,20,,516,188,824,16743,2350,13667,726,2363,1344212,1.757907235
2019,MI,Michigan,43686,556,,7235,5350,30545,158296,28572,111980,17744,18271,9986857,1.829504518
2019,MN,Minnesota,13332,117,,2448,3149,7618,117236,15927,90092,11217,11213,5639632,1.988250297
2019,MO,Missouri,30380,568,,2917,4959,21936,161946,26414,114460,21072,15864,6137428,2.584796107
2019,MS,Mississippi,8272,332,,747,1700,5493,70707,18660,46300,5747,2869,2976149,0.963997434
2019,MT,Monta,4328,27,,624,205,3472,23440,2887,18176,2377,2278,1068778,2.131406148
2019,NC,North Caroli,38995,632,,3247,7599,27517,247236,54447,174728,18061,24141,10488084,2.30175502
2019,ND,North Dakota,2169,24,,437,179,1529,15066,2608,10666,1792,1774,762062,2.327894581
2019,NE,Nebraska,5821,45,,1253,792,3731,39449,4745,29719,4985,3819,1934408,1.974247418
2019,NH,New Hampshire,2074,33,,590,313,1138,16442,1717,13832,893,2859,1359711,2.102652696
2019,NJ,New Jersey,18375,262,,1531,5730,10852,118637,16399,91902,10336,37844,8882190,4.260660941
2019,NM,New Mexico,17450,181,,1288,2341,13640,65269,14610,41702,8957,1794,2096829,0.855577637
2019,NV,Nevada,15210,143,,2161,3286,9620,71525,15510,44755,11260,5578,3080156,1.810947238
2019,NY,New York,69764,558,,6583,18068,44555,267155,27600,226851,12704,62878,19453561,3.232210288
2019,OH,Ohio,34269,538,,5731,8846,19154,240291,43894,177725,18672,12890,11689100,1.102736738
2019,OK,Oklahoma,17086,266,,2268,2369,12183,112587,26577,72632,13378,9339,3956971,2.360138601
2019,OR,Oregon,11995,116,,1778,2276,7825,115170,14724,85261,15185,6597,4217737,1.564108905
2019,PA,Pennsylvania,39228,669,,4351,9743,24465,179665,23354,143921,12390,25721,12801989,2.009140923
2019,RI,Rhode Island,2342,25,,491,418,1408,16259,2321,12580,1358,2540,1059361,2.397671804
2019,SC,South Caroli,26323,464,,2460,3294,20105,151389,27461,108953,14975,12277,5148714,2.38447892
2019,SD,South Dakota,3530,17,,642,195,2676,15667,2646,11265,1756,1844,884659,2.084418968
2019,TN,Tennessee,40647,498,,2813,6150,31186,181153,29869,132104,19180,17774,6829174,2.602657364
2019,TX,Texas,121474,1409,,14824,28988,76253,693204,113902,501813,77489,52241,28995881,1.801669692
2019,UT,Utah,7553,72,,1822,1125,4534,69546,8871,53937,6738,5272,3205958,1.644438262
2019,VA,Virginia,17753,426,,2816,3524,10987,140213,13900,116044,10269,19475,8535519,2.281642159
2019,VT,Vermont,1262,11,,278,71,902,8888,1275,7315,298,1473,623989,2.360618537
2019,WA,Washington,22377,198,,3332,5147,13700,204224,34540,145282,24402,11175,7614893,1.467518979
2019,WI,Wisconsin,17070,175,,2261,2991,11643,85672,12667,65620,7385,12974,5822434,2.228277727
2019,WV,West Virginia,5674,78,,754,378,4464,28376,5891,20066,2419,4868,1792147,2.716295036
2019,WY,Wyoming,1258,13,,324,67,854,9093,1396,6984,713,1409,578759,2.434519377
